goose;<source src="/media/english/uk_pron/u/ukg/ukgon/ukgonad027.mp3" type="audio/mpeg"/>
goose;<source src="/media/english/uk_pron/u/ukg/ukgon/ukgonad027.mp3" type="audio/mpeg"/>
knife;<source src="/media/english/uk_pron/u/ukk/ukkne/ukkneel011.mp3" type="audio/mpeg"/>
knife;<source src="/media/english/uk_pron/u/ukk/ukkne/ukkneel011.mp3" type="audio/mpeg"/>
shelf;<source src="/media/english/uk_pron/u/uks/ukshe/uksheat023.mp3" type="audio/mpeg"/>
matter;<source src="/media/english/uk_pron/u/ukm/ukmat/ukmatri013.mp3" type="audio/mpeg"/>
matter;<source src="/media/english/uk_pron/u/ukm/ukmat/ukmatri013.mp3" type="audio/mpeg"/>
reluctant;<source src="/media/english/uk_pron/u/ukr/ukrel/ukrelen024.mp3" type="audio/mpeg"/>
listen-in;<source src="/media/english/uk_pron/u/ukl/uklis/uklisp_004.mp3" type="audio/mpeg"/>
recall;<source src="/media/english/uk_pron/u/ukr/ukreb/ukrebui007.mp3" type="audio/mpeg"/>
recall;<source src="/media/english/uk_pron/u/ukr/ukreb/ukrebui007.mp3" type="audio/mpeg"/>
mat;<source src="/media/english/uk_pron/u/ukm/ukmas/ukmassi023.mp3" type="audio/mpeg"/>
pen;<source src="/media/english/uk_pron/u/ukp/ukpee/ukpeewe016.mp3" type="audio/mpeg"/>
pen;<source src="/media/english/uk_pron/u/ukp/ukpee/ukpeewe016.mp3" type="audio/mpeg"/>
pan;<source src="/media/english/uk_pron/u/ukp/ukpam/ukpampe003.mp3" type="audio/mpeg"/>
pan;<source src="/media/english/uk_pron/u/ukp/ukpam/ukpampe003.mp3" type="audio/mpeg"/>
lad;<source src="/media/english/uk_pron/u/ukl/uklac/uklacta009.mp3" type="audio/mpeg"/>
latter;<source src="/media/english/uk_pron/u/ukl/uklat/uklat__026.mp3" type="audio/mpeg"/>
latter;<source src="/media/english/uk_pron/u/ukl/uklat/uklat__026.mp3" type="audio/mpeg"/>
letter;<source src="/media/english/uk_pron/u/ukl/ukles/ukles__018.mp3" type="audio/mpeg"/>
letter;<source src="/media/english/uk_pron/u/ukl/ukles/ukles__018.mp3" type="audio/mpeg"/>
flesh;<source src="/media/english/uk_pron/u/ukf/ukfle/ukfleab016.mp3" type="audio/mpeg"/>
craft;<source src="/media/english/uk_pron/u/ukc/ukcra/ukcradl002.mp3" type="audio/mpeg"/>
craft;<source src="/media/english/uk_pron/u/ukc/ukcra/ukcradl002.mp3" type="audio/mpeg"/>
craft;<source src="/media/english/uk_pron/c/cdo/cdo03/cdo0318ukcraf0370.mp3" type="audio/mpeg"/>
jury;<source src="/media/english/uk_pron/u/ukj/ukjet/ukjetsa014.mp3" type="audio/mpeg"/>
skillful;<source src="/media/english/uk_pron/u/uks/ukske/uksketc017.mp3" type="audio/mpeg"/>
needle;<source src="/media/english/uk_pron/u/ukn/ukneb/uknebbo030.mp3" type="audio/mpeg"/>
needle;<source src="/media/english/uk_pron/u/ukn/ukneb/uknebbo030.mp3" type="audio/mpeg"/>
unravel;<source src="/media/english/uk_pron/u/uku/ukunp/ukunpre024.mp3" type="audio/mpeg"/>
murderer;<source src="/media/english/uk_pron/u/ukm/ukmun/ukmunif007.mp3" type="audio/mpeg"/>
journey;<source src="/media/english/uk_pron/u/ukj/ukjol/ukjolli021.mp3" type="audio/mpeg"/>
journey;<source src="/media/english/uk_pron/u/ukj/ukjol/ukjolli021.mp3" type="audio/mpeg"/>
mirror;<source src="/media/english/uk_pron/u/ukm/ukmir/ukmirro001.mp3" type="audio/mpeg"/>
mirror;<source src="/media/english/uk_pron/u/ukm/ukmir/ukmirro001.mp3" type="audio/mpeg"/>
rear;<source src="/media/english/uk_pron/u/ukr/ukrea/ukreapp002.mp3" type="audio/mpeg"/>
rear;<source src="/media/english/uk_pron/u/ukr/ukrea/ukreapp002.mp3" type="audio/mpeg"/>
rear;<source src="/media/english/uk_pron/u/ukr/ukrea/ukreapp002.mp3" type="audio/mpeg"/>
flash;<source src="/media/english/uk_pron/u/ukf/ukfla/ukflami014.mp3" type="audio/mpeg"/>
flash;<source src="/media/english/uk_pron/u/ukf/ukfla/ukflami014.mp3" type="audio/mpeg"/>
flash;<source src="/media/english/uk_pron/u/ukf/ukfla/ukflami014.mp3" type="audio/mpeg"/>
escape;<source src="/media/english/uk_pron/u/uke/ukesc/ukescap001.mp3" type="audio/mpeg"/>
escape;<source src="/media/english/uk_pron/u/uke/ukesc/ukescap001.mp3" type="audio/mpeg"/>
get-in;<source src="/media/english/uk_pron/u/ukg/ukger/ukgerma022.mp3" type="audio/mpeg"/>
